id,contracting_authority_name,url,address_id
57,Institut pro veřejnou správu Praha,https://nen.nipez.cz/profil/IVS,453
58,"Středisko společných činností AV ČR, v. v. i.",https://nen.nipez.cz/profil/SSC,464
59,"Vojenská lázeňská a rekreační zařízení, příspěvková organizace",https://nen.nipez.cz/profil/VOLAREZA,467
60,Obec Klenovice na Hané,https://nen.nipez.cz/profil/00288349,472
61,"SATESO, s.r.o.",https://nen.nipez.cz/profil/sateso,476
62,Obec Jaroměřice,https://nen.nipez.cz/profil/jaromerice,477
63,Národní ústav lidové kultury,https://nen.nipez.cz/profil/nulk,485
64,"Kostka Krásná Lípa, p.o.",https://nen.nipez.cz/profil/kostkakrasnalipa,493
65,Obec Pičín,https://nen.nipez.cz/profil/Obecpicin,499
66,Obec Bukovina,https://nen.nipez.cz/profil/Bukovina,520
67,Česká agentura na podporu obchodu,https://nen.nipez.cz/profil/CzechTrade,528
68,Správa Národního parku České Švýcarsko,https://nen.nipez.cz/profil/ceskesvycarsko,530
69,Obec Velký Beranov,https://nen.nipez.cz/profil/obecvelkyberanov,537
758,"OKD, a.s.",,2188
70,Revmatologický ústav,https://nen.nipez.cz/profil/revmatologickyustav,542
71,Obec Ždírec,https://nen.nipez.cz/profil/obeczdirec,544
72,Hasičský záchranný sbor Moravskoslezského kraje,https://nen.nipez.cz/profil/HZSMSK,557
73,"Technická správa komunikací hl.m. Prahy, a.s.",https://nen.nipez.cz/profil/TSK,559
74,Ministerstvo zahraničních věcí,https://nen.nipez.cz/profil/mzv,610
75,Krajské ředitelství policie Pardubického kraje,https://nen.nipez.cz/profil/KRP_Pak,615
76,Nemocnice Slaný,https://nen.nipez.cz/profil/NemocniceSlany,617
77,"Nemocnice Jablonec nad Nisou, p.o.",,618
78,Národní pedagogický institut České republiky (zařízení pro další vzdělávání pedagogických pracovníků),https://nen.nipez.cz/profil/nidvcz,623
79,Krajské ředitelství policie Karlovarského kraje,https://nen.nipez.cz/profil/KRPKVZ,625
80,Generální finanční ředitelství,https://nen.nipez.cz/profil/gfrnen,642
81,Katastrální úřad pro Jihočeský kraj,https://nen.nipez.cz/profil/KUJC,645
