id,price,company_id,procurement_id
2386,4320.00,980,1173
2387,1065000.00,315,1174
2388,221120.00,605,1175
2389,232000.00,351,1175
2390,5890000.00,1267,1176
2391,6495256.00,1207,1176
2392,3497860.00,418,1176
2393,5177804.00,1205,1176
2394,5103820.00,697,1176
2395,299000.00,1268,1177
2396,179000.00,1204,1177
2397,35400.00,605,1178
2398,32490.00,351,1178
2399,56815.00,136,1178
2400,39887425.00,153,1179
2401,22797.00,861,1181
2402,23700.00,1270,1181
2403,22704.00,224,1181
2404,181200.00,1271,1182
2405,138240.00,134,1182
2406,187800.00,52,1182
2407,197400.00,65,1182
2408,208770.00,406,1182
2409,85081.82,110,1183
2410,32264.95,386,1185
2411,81400.00,395,1186
2412,64590.08,838,1186
2413,73326.45,38,1186
2414,78219.09,181,1186
2415,58524.00,702,1187
2416,87000.00,413,1187
2417,57300.00,1273,1187
2418,689510.76,1274,1188
2419,18350000.00,579,1189
2420,541800.00,288,1190
2421,588000.00,403,1190
2422,99000.00,52,1191
2423,95400.00,181,1191
2424,19316.00,125,1193
2425,11556.00,218,1193
2426,14509.09,37,1193
2427,18052.00,56,1193
2428,14252.00,106,1193
2429,689.00,56,1194
2430,857.00,1276,1194
2431,187182.50,1277,1195
2432,233500.00,227,1195
2433,241250.00,1278,1195
2434,28716.00,327,1197
2435,1652000.00,626,1199
2436,1626000.00,268,1199
2437,737690.00,1280,1200
2438,691700.00,1279,1200
2439,1227114.00,1281,1201
2440,,1282,1202
2441,,1283,1202
2442,,1284,1202
2443,,1285,1202
2444,270000.00,661,1203
2445,259945.00,62,1203
2446,265297.00,1286,1203
2447,38708.00,807,1204
2448,70962.00,594,1204
2449,48963.00,808,1204
2450,10060.00,1287,1204
2451,17400000.00,1288,1205
2452,1171115.70,290,1207
2453,,1290,1209
2454,98010.00,1151,1210
2455,89100.00,38,1210
2456,122881.00,56,1210
2457,87340.00,48,1210
2458,98802.00,1291,1210
2459,104502.75,37,1210
2460,94259.00,181,1210
2461,88979.00,837,1210
2462,103290.00,52,1210
2463,94600.00,1292,1210
2464,349125.00,1294,1211
2465,279090.00,1293,1211
2466,547042.00,1295,1211
2467,1377500.00,841,1212
2468,1430000.00,52,1212
2469,1515000.00,65,1212
2470,1444201.00,1277,1212
2471,1417789.41,1296,1212
2472,86500.00,1297,1213
2473,569700.00,1299,1214
2474,496668.00,1298,1214
2475,743500.00,807,1215
2476,789980.00,1287,1215
2477,783430.00,1300,1215
2478,11700.00,1302,1216
2479,9800.00,1301,1216
2480,173639.00,52,1217
2481,,1303,1218
2482,,20,1218
2483,,1304,1218
2484,39500.00,1305,1219
2485,74900.00,1306,1219
2486,56700.00,385,1221
2487,117000.00,65,1221
2488,44670.00,1307,1221
2489,95750.00,1308,1221
2490,116400.00,52,1221
2491,30000.00,1309,1222
2492,39999.00,1302,1222
2493,28800.00,1301,1222
2494,17988372.00,1310,1223
2495,13869000.00,1077,1223
2496,54000.00,260,1224
2497,14800.00,1311,1224
2498,5389668.50,1312,1225
2499,7307174.00,1313,1225
2500,5969234.20,454,1225
2501,,1314,1226
2502,,1316,1227
2503,,1317,1227
2504,,1315,1227
2505,5990000.00,1317,1228
2506,165771.90,1319,1229
2507,176112.00,1320,1229
2508,139894.00,1318,1229
2509,233400.83,1321,1229
2510,737000.00,1323,1230
2511,178000.00,1322,1230
2512,127800.00,1324,1231
2513,40000.00,85,1231
2514,854990.00,1314,1232
2515,155763.50,86,1233
2516,176875.80,327,1233
2517,156075.20,945,1233
2518,161592.00,786,1233
2519,146654409.69,6,1234
2520,141181260.00,5,1234
2521,138396000.00,336,1234
2522,171027304.00,929,1234
2523,155144940.07,75,1234
2524,149518733.90,968,1234
2525,4250.00,759,1235
2526,7380.00,249,1236
2527,7480.00,759,1236
2528,0.00,1325,1237
2529,68446.64,184,1238
2530,71049.00,65,1238
2531,10130.87,902,1239
2532,196968.01,1327,1241
2533,202006.84,1328,1241
2534,196909.30,1326,1241
2535,108974.49,1329,1241
2536,254464.28,1115,1241
2537,175000.00,389,1243
2538,206941.20,1274,1243
2539,499999.00,1331,1244
2540,431958.25,1332,1244
2541,489152.44,1333,1244
2542,424331.85,1330,1244
2543,0.00,1334,1246
2544,398695.00,1336,1247
2545,336079.00,1335,1247
2546,1033499.99,1094,1248
2547,709653.63,1129,1248
2548,1277000.00,1337,1248
2549,936777.00,920,1248
2550,1003179.30,1131,1248
2551,1161598.14,1338,1248
2552,1287000.00,523,1248
2553,1089440.58,1106,1248
2554,0.00,327,1249
2555,65200.00,403,1250
2556,85320.00,227,1250
2557,76000.00,405,1250
2558,649877.90,344,1251
2559,657450.00,1277,1251
2560,876150.00,366,1251
2561,722595.00,1339,1251
2562,744000.00,1340,1252
2563,276000.00,1341,1253
2564,354000.00,52,1253
2565,138360.00,829,1253
2566,315540.00,1342,1253
2567,300000.00,131,1253
2568,205487.60,1343,1253
2569,345000.00,1344,1253
2570,4150.00,1345,1253
2571,22192.00,1255,1254
2572,97332.00,1346,1255
2573,299734.00,1347,1255
2574,132123.00,1348,1255
2575,159750.00,227,1256
2576,5062060.37,1351,1258
2577,3683200.00,1350,1258
2578,3897000.00,1352,1258
2579,4161914.66,482,1258
2580,4480739.96,80,1258
2581,0.00,725,1259
2582,0.00,1354,1261
2583,0.00,69,1262
2584,0.00,69,1263
2585,29280.00,1355,1264
2586,0.00,1356,1265
2587,202599.98,605,1266
2588,1201682.00,1358,1268
2589,1346793.00,1357,1268
2590,1359817.19,1359,1268
2591,41200.00,1360,1269
2592,28935.64,99,1270
2593,39800.00,52,1270
2594,18451.82,37,1271
2595,6889.46,107,1271
2596,14990.00,330,1271
2597,15604.00,56,1271
2598,3354.00,594,1271
2599,339849.21,1332,1272
2600,664259.20,1333,1272
2601,546896.21,1055,1272
2602,522567.57,1331,1272
2603,1100.00,223,1273
2604,291915.00,134,1274
2605,243892.50,227,1274
2606,200286.00,203,1274
2607,438060.00,820,1275
2608,374045.00,426,1275
2609,429785.00,1361,1275
2610,399910.00,1362,1275
2611,190790.00,52,1277
2612,130262.81,110,1277
2613,205342.00,65,1277
2614,63300.00,815,1278
2615,61458.00,65,1278
2616,56420.00,52,1278
2617,46267.00,108,1278
2618,58707.44,110,1278
2619,71992.00,105,1278
2620,129196.00,134,1279
2621,142660.00,747,1279
2622,130635.00,404,1279
2623,173109.60,56,1279
2624,157010.00,1363,1279
2625,0.00,1364,1280
2626,100483.47,38,1281
2627,1035472.79,1366,1282
2628,899939.66,1365,1282
2629,661103.10,1367,1283
2630,51050.00,1368,1284
2631,0.00,1369,1285
2632,64815.00,873,1286
2633,76586.00,52,1286
2634,,430,1287
2635,,75,1287
2636,,5,1287
2637,,335,1287
2638,,6,1287
2639,,334,1287
2640,,76,1287
2641,108493777.00,1370,1287
2642,117901049.73,1371,1287
2643,124427052.09,71,1287
2644,109949124.39,482,1287
2645,122917917.00,431,1287
2646,129744512.93,337,1287
2647,960000.00,1317,1288
2648,1160000.00,52,1288
2649,700000.00,64,1288
2650,1520000.00,65,1288
2651,688999.00,188,1288
2652,4890.00,1369,1289
2653,69030.00,1373,1290
2654,69350.00,1218,1290
2655,60734.00,1372,1290
2656,187200.00,52,1291
2657,196779.90,65,1291
2658,203970.00,271,1291
2659,0.00,443,1292
2660,1269360.00,326,1293
2661,1184000.00,798,1293
2662,909800.00,1374,1293
2663,952000.00,1375,1293
2664,3885000.00,1379,1296
2665,3881000.00,1378,1296
2666,,1381,1299
2667,,1382,1299
2668,,1383,1300
2669,,587,1301
2670,,586,1301
2671,17903000.00,579,1302
2672,18000.00,260,1303
2673,8800.00,1384,1303
2674,7200.00,598,1303
2675,1999988.00,573,1304
2676,1385678.00,416,1304
2677,1762129.38,1385,1304
2678,243865.00,1386,1305
2679,6827000.00,1212,1306
2680,6859504.00,1213,1306
2681,,265,1307
2682,4049586.00,1213,1308
2683,3998500.00,1212,1308
2684,120000.00,1387,1309
2685,1985500.00,1213,1310
2686,1650000.00,1212,1310
2687,,1388,1311
2688,3660000.00,1212,1312
2689,71300.00,1389,1313
2690,67920.00,183,1314
2691,56418.00,1390,1314
2692,67500.00,389,1314
2693,68910.00,1391,1314
2694,69750.00,105,1314
2695,4214876.03,1213,1315
2696,3395000.00,1212,1315
2697,251251.24,1392,1316
2698,284042.95,1393,1316
2699,173090.00,136,1316
2700,27773.00,1394,1318
2701,27830.00,602,1318
2702,28889.33,402,1318
2703,3780000.00,1212,1319
2704,39635.00,1395,1320
2705,47750.00,1092,1320
2706,44705.00,1091,1320
2707,48133.00,183,1322
2708,25600.00,62,1322
2709,36850.00,389,1322
2710,4055000.00,1212,1323
2711,8460.00,980,1324
2712,2000000.00,1398,1325
2713,559650.00,56,1326
2714,346500.00,1399,1326
2715,209650.00,63,1326
2716,245000.00,1400,1326
2717,8327000.00,1212,1327
2718,373500.00,1401,1328
2719,497839.00,1402,1329
2720,545639.00,56,1329
2721,548380.00,1403,1329
2722,13056000.00,1212,1330
2723,17310.00,1086,1331
2724,17621.00,266,1331
2725,1583000.00,1404,1332
2726,11800.00,1405,1333
2727,1185000.00,1212,1334
2728,88710.00,1406,1335
2729,71409.00,370,1335
2730,,786,1337
2731,4125000.00,1212,1339
2732,8176.00,351,1340
2733,38748.00,1409,1341
2734,49370.00,1410,1341
2735,0.00,1411,1342
2736,0.00,1411,1343
2737,137310.00,249,1344
2738,112035.00,417,1344
2739,70000.00,660,1345
2740,1050000.00,1413,1346
2741,1198000.00,1414,1346
2742,985000.00,1412,1346
2743,1940000.00,442,1346
2744,7463000.00,1212,1347
2745,0.00,1415,1348
2746,8360.00,1418,1350
2747,6500.00,1417,1350
2748,16000.00,1419,1350
2749,14540.00,1420,1350
2750,17000.00,1421,1350
2751,10000.00,1422,1350
2752,7140.00,753,1350
2753,8100.00,632,1350
2754,10396.00,1423,1350
2755,85.95,1424,1350
2756,6583000.00,1425,1351
2757,,1426,1352
2758,,110,1352
2759,,1427,1352
2760,0.00,327,1353
2761,51200.00,65,1355
2762,25400.00,56,1355
2763,36000.00,68,1355
2764,39200.00,52,1355
2765,176400.00,413,1356
2766,101940.00,1429,1356
2767,204720.00,1430,1356
2768,176100.00,702,1356
2769,70015.00,51,1357
2770,41637.19,1431,1357
2771,53269.44,729,1357
2772,32775.00,1427,1357
2773,0.00,1432,1358
2774,,1314,1359
2775,26523.14,838,1360
2776,27300.00,404,1360
2777,30204.00,594,1360
2778,31299.00,1433,1360
2779,31070.00,56,1360
2780,27066.11,1434,1360
2781,28517.00,218,1360
2782,0.00,147,1361
2783,265720.00,131,1362
2784,287304.00,731,1362
2785,1840000.00,1435,1363
2786,68696.60,1436,1364
2787,63206.31,679,1364
2788,,104,1365
2789,,52,1365
2790,,65,1365
2791,,110,1365
2792,,105,1365
2793,,64,1365
2794,42000.00,1438,1367
2795,0.00,147,1368
2796,,1440,1371
2797,,179,1371
2798,13300.00,389,1372
2799,16700.03,56,1372
2800,14201.00,1274,1372
2801,0.00,69,1373
2802,883160.05,657,1374
2803,11200.00,1433,1375
2804,24882.20,107,1375
2805,7546.00,37,1375
2806,28700.00,52,1375
2807,12950.00,64,1375
2808,8400.00,605,1375
2809,0.00,599,1376
2810,0.00,1441,1377
2811,0.00,602,1378
2812,5474.11,328,1379
2813,6258.00,325,1379
2814,,1442,1380
2815,0.00,1443,1381
2816,9000.00,260,1382
2817,6000.00,1444,1382
2818,5000.00,937,1382
2819,5850.00,935,1382
2820,0.00,802,1386
2821,426500.00,1446,1387
2822,1490000.00,1448,1388
2823,1815620.59,192,1388
2824,1542900.00,973,1388
2825,1836852.00,1449,1388
2826,1850559.94,971,1388
2827,1195143.00,1447,1388
2828,1770032.00,280,1388
2829,2387419.00,1450,1388
2830,2289030.00,1451,1388
2831,1999735.20,69,1389
2832,1649080.80,1173,1389
2833,1908406.80,630,1389
2834,1472760.00,1452,1389
2835,16501.62,56,1390
2836,11355720.00,1198,1391
2837,819518.00,1453,1392
2838,687890.00,580,1392
2839,740950.00,581,1392
2840,734060.00,1454,1392
2841,697950.00,1455,1392
2842,400772.40,657,1393
2843,9417160.00,1456,1394
2844,9608860.00,1457,1394
2845,160732.65,599,1395
2846,,62,1396
2847,,52,1396
2848,,1458,1396
2849,,184,1396
2850,1891960.80,314,1397
2851,1806306.00,1459,1397
2852,1839174.00,1460,1397
2853,1749843.00,94,1397
2854,0.00,1461,1398
2855,6498000.00,1212,1399
2856,6525000.00,1213,1399
2857,8470000.00,1212,1401
2858,10650000.00,1462,1401
2859,10080000.00,1463,1401
2860,8470000.00,1212,1402
2861,10650000.00,1462,1402
2862,10080000.00,1463,1402
2863,8470000.00,1212,1403
2864,10650000.00,1462,1403
2865,10080000.00,1463,1403
2866,68490000.00,1463,1404
2867,37597000.00,1464,1404
2868,180582000.00,1177,1404
2869,91464000.00,1212,1404
2870,68490000.00,1463,1405
2871,37597000.00,1464,1405
2872,180582000.00,1177,1405
2873,91464000.00,1212,1405
2874,68490000.00,1463,1406
2875,37597000.00,1464,1406
2876,180582000.00,1177,1406
2877,91464000.00,1212,1406
2878,7950000.00,1212,1407
2879,833278.44,192,1408
2880,737214.05,1466,1408
2881,595604.90,1465,1408
2882,919243.32,1467,1408
2883,5950000.00,1212,1409
2884,2915000.00,1212,1412
2885,698225.00,1470,1413
2886,681535.71,1469,1413
2887,699000.00,1471,1413
2888,2975000.00,1212,1414
2889,490000.00,1472,1415
2890,499000.00,545,1415
2891,9272730.00,1177,1417
2892,3215000.00,1212,1417
2893,16748632.00,1474,1418
2894,15372492.86,1473,1418
2895,15495232.61,1475,1418
2896,15726380.84,1476,1418
2897,21000.00,260,1421
2898,,149,1423
2899,79138400.00,1479,1423
2900,,1482,1425
2901,,1481,1425
2902,,1483,1425
2903,,1486,1427
2904,,1485,1427
2905,,1486,1428
2906,,1485,1428
2907,112000.00,1488,1430
2908,31800.00,127,1431
2909,29398.90,130,1431
2910,35657.92,129,1431
2911,0.00,1325,1432
2912,0.00,180,1433
2913,,1489,1434
2914,17653934.00,1490,1435
2915,,1277,1436
2916,,56,1436
2917,,65,1436
2918,,1491,1436
2919,,106,1436
2920,,1492,1436
2921,,227,1436
2922,,52,1436
2923,0.00,1325,1437
2924,42600.00,189,1438
2925,66225.00,271,1438
2926,59250.00,605,1438
2927,59598.00,227,1438
2928,,1493,1439
2929,,1494,1439
2930,,1495,1439
2931,,1496,1439
2932,516799.04,1094,1440
2933,216801.79,1497,1440
2934,693000.00,523,1440
2935,426948.88,56,1440
2936,0.00,180,1442
2937,3570.06,86,1443
2938,10445344.56,317,1444
2939,10985631.77,307,1444
2940,10189482.00,1499,1444
2941,10479685.66,1500,1444
2942,116281.00,56,1446
2943,90739.00,837,1446
2944,88110.00,1501,1446
2945,126500.00,1502,1446
2946,125532.00,1503,1446
2947,96800.00,1292,1446
2948,94270.00,52,1446
2949,96250.00,64,1446
2950,88660.00,1504,1446
2951,88880.00,1277,1446
2952,120560.00,1505,1446
2953,98891.00,1291,1446
2954,97790.00,65,1446
2955,59336.20,1506,1447
2956,60290.00,1507,1447
2957,75300.00,51,1447
2958,840.00,1508,1448
2959,238468.00,1509,1449
2960,221590.00,1094,1449
2961,110920.00,83,1449
2962,100831.00,1510,1449
2963,87396.00,125,1450
2964,92668.00,630,1450
2965,80600.00,807,1450
2966,82932.00,808,1450
2967,0.00,725,1451
2968,270611.60,1511,1452
2969,272603.40,1512,1452
2970,371618.00,941,1453
2971,12389780.00,1289,1454
2972,49573.40,162,1455
2973,0.00,287,1457
2974,31482550.00,1513,1458
2975,615702.47,183,1459
2976,450000.00,62,1459
2977,399950.00,1514,1459
2978,309917.36,1515,1459
2979,,337,1460
2980,,75,1460
2981,,6,1460
2982,,76,1460
2983,,967,1460
2984,,334,1460
2985,,5,1460
2986,24455.00,1516,1461
2987,1260088.00,1518,1462
2988,1279000.00,1519,1462
2989,472000.00,1517,1462
2990,936500.00,1520,1462
2991,1031800.00,1521,1462
2992,121100.00,661,1463
2993,116965.30,226,1463
2994,111700.00,62,1463
2995,956400.00,64,1464
2996,795000.00,1523,1464
2997,712200.00,1524,1464
2998,1057200.00,115,1464
2999,772800.00,62,1464
3000,793200.00,702,1464
3001,750000.00,122,1464
3002,776400.00,56,1464
3003,773400.00,106,1464
3004,586622.40,1522,1464
3005,935206.61,182,1464
3006,767400.00,806,1464
3007,666000.00,1525,1464
3008,495867.77,226,1464
3009,750000.00,52,1464
3010,870000.00,65,1464
3011,8550.00,258,1468
3012,12000.00,260,1468
3013,8400.00,259,1468
3014,16839.00,402,1471
3015,13150.00,1526,1474
3016,0.00,287,1475
3017,91289.00,1274,1476
3018,91890.00,62,1476
3019,104800.00,389,1476
3020,111248.00,106,1476
3021,85200.00,64,1476
3022,,1528,1477
3023,,548,1477
3024,,1527,1477
3025,,1529,1477
3026,,115,1477
3027,,388,1477
3028,,1530,1477
3029,,1531,1477
3030,44630.00,52,1478
3031,27543.17,870,1478
3032,50180.00,65,1478
3033,32795.00,1532,1478
3034,11550.55,37,1479
3035,15835.50,679,1479
3036,,1534,1480
3037,,1535,1480
3038,,1536,1480
3039,7895670.01,1533,1480
3040,,1537,1480
3041,,71,1480
3042,,1538,1480
3043,364298.00,225,1481
3044,351106.93,226,1481
3045,7103305.00,1177,1482
3046,2755000.00,1212,1482
3047,0.00,287,1483
3048,465000.00,1255,1484
3049,415264.00,224,1484
3050,0.00,1539,1485
3051,39572.00,808,1486
3052,34100.00,807,1486
3053,39042.00,822,1486
3054,37348.00,125,1486
3055,,1540,1488
3056,,388,1488
3057,2960100.00,1542,1489
3058,2685000.09,1541,1489
3059,6991730.00,1177,1490
3060,2505000.00,1212,1490
3061,9151.00,641,1491
3062,0.00,287,1492
3063,,1544,1493
3064,,1543,1493
3065,,1545,1495
3066,,1546,1496
3067,,1547,1496
3068,0.00,233,1497
3069,0.00,287,1499
3070,2231.40,1354,1501
3071,0.00,197,1502
3072,,1549,1503
3073,427117.36,1551,1505
3074,86040.00,1552,1506
3075,10800.00,260,1507
3076,1572500.00,131,1508
3077,2146000.00,1553,1508
3078,3725000.00,1555,1509
3079,4375000.00,1554,1509
3080,,1556,1510
3081,18280.00,1558,1511
3082,13200.00,260,1511
3083,9900.00,1559,1511
3084,11000.00,1557,1511
3085,1990.00,849,1512
3086,6196.41,855,1512
3087,4477.00,893,1512
3088,3783.00,1561,1512
3089,2188.00,1562,1512
3090,1106.00,1560,1512
3091,3140.40,176,1512
3092,5711.11,1563,1512
3093,2710.00,850,1512
3094,611214.00,65,1513
3095,454315.00,1427,1513
3096,599895.50,52,1513
3097,,1564,1514
3098,,1565,1514
3099,,1566,1514
3100,,1567,1514
3101,,1568,1514
3102,,1569,1514
3103,,515,1514
3104,818170.00,1570,1515
3105,995410.00,1571,1515
3106,0.00,1572,1518
3107,218274.00,1573,1523
3108,60140.93,729,1525
3109,55831.00,1427,1525
3110,8969482.76,214,1527
3111,7898580.95,1574,1527
3112,7174.84,1145,1539
3113,0.00,770,1540
3114,42550.00,233,1541
3115,43830.00,231,1541
3116,38280.00,223,1541
3117,8858.17,1145,1542
3118,4797.74,1145,1543
3119,50.58,424,1544
3120,46.96,423,1544
3121,48.33,427,1544
3122,6322.27,1145,1545
3123,156130.42,1575,1546
3124,83900.00,52,1548
3125,89850.00,65,1548
3126,67685.12,1577,1548
3127,159960.00,1578,1548
3128,0.00,1405,1549
3129,269796.12,56,1550
3130,0.00,353,1551
3131,5900.00,980,1552
3132,537.19,1141,1553
3133,5698.91,1145,1554
3134,6385.73,1145,1555
3135,28925.62,643,1556
3136,3695.45,422,1557
3137,7940.00,186,1558
3138,201600.00,67,1559
3139,0.00,1579,1560
3140,28099.17,643,1561
3141,0.00,1461,1562
3142,346470.00,1581,1563
3143,225469.00,1580,1563
3144,11285504.00,490,1565
3145,141750.00,804,1566
3146,144360.00,265,1566
3147,204900.00,1583,1566
3148,5997100.00,1584,1567
3149,27553.70,52,1568
3150,36435.00,56,1568
3151,370100.00,186,1569
3152,359.15,211,1570
3153,24000.00,413,1571
3154,24464.00,1585,1571
3155,46240.00,105,1571
3156,39248.00,702,1571
3157,1983471.00,41,1572
3158,11157.02,185,1574
3159,16115.70,187,1575
3160,28099.17,187,1576
3161,87900.00,365,1577
3162,1851.24,361,1578
3163,28099.17,185,1579
3164,11570.25,187,1580
3165,40165.29,185,1581
3166,11239.67,185,1582
3167,20661.16,187,1583
3168,5588000.00,822,1584
3169,8153200.00,840,1584
3170,13493700.00,369,1584
3171,5184.00,1586,1585
3172,6481.72,1586,1586
3173,4100.00,1587,1587
3174,,1589,1589
3175,,1590,1589
3176,13911109.67,967,1590
3177,13700000.00,1066,1590
3178,13890189.06,1591,1590
3179,14250531.75,1592,1590
3180,14200121.21,70,1590
3181,13578300.00,929,1590
3182,13489097.72,1541,1590
3183,27622046.00,1177,1591
3184,9000.00,260,1592
3185,8400.00,1444,1592
3186,8500.00,1593,1592
3187,73040.00,1595,1593
3188,119360.00,1596,1593
3189,112640.00,1597,1593
3190,66368.00,1594,1593
3191,82640.00,1598,1593
3192,121600.00,1599,1593
3193,114560.00,1600,1593
3194,108000.00,1601,1593
3195,210240.00,168,1593
3196,113536.00,301,1593
3197,471368.00,1314,1594
3198,0.00,231,1595
3199,616315.67,1602,1596
3200,0.00,1405,1597
3201,80646.00,663,1598
3202,6611.57,1141,1599
3203,298380.00,1603,1600
3204,322600.00,1604,1600
3205,344400.00,1605,1600
3206,0.00,287,1601
3207,143580.00,327,1602
3208,,244,1603
3209,,1164,1603
3210,,1606,1603
3211,,1607,1603
3212,,1608,1603
3213,0.00,353,1604
3214,0.00,780,1605
3215,17860.00,402,1606
3216,7500.00,402,1607
3217,42200.00,1405,1608
3218,1548.00,1609,1609
3219,175700.00,1405,1610
3220,76640.00,1405,1612
3221,0.00,420,1613
3222,0.00,223,1614
3223,0.00,420,1615
3224,,1611,1616
3225,,1612,1616
3226,110345.00,602,1617
3227,0.00,353,1618
3228,0.00,353,1619
3229,0.00,353,1620
3230,0.00,1141,1621
3231,104849.00,837,1622
3232,102850.00,52,1622
3233,114500.00,543,1622
3234,130000.00,1613,1622
3235,135737.00,106,1622
3236,0.00,420,1623
3237,0.00,361,1624
3238,8000.00,1405,1625
3239,0.00,1614,1626
3240,0.00,353,1627
3241,72800.00,65,1628
3242,54000.00,52,1628
3243,26000.00,51,1628
3244,15991.74,1141,1629
3245,12000.00,780,1630
3246,21545.00,980,1631
3247,0.00,200,1632
3248,264200.00,219,1633
3249,220750.00,1615,1633
3250,1480.00,420,1634
3251,47636.36,1141,1635
3252,121600.00,1405,1636
3253,39960.00,1616,1637
3254,135906.12,602,1638
3255,7877.50,1617,1639
3256,3357.00,1617,1640
3257,58465.00,1618,1641
3258,95340.00,52,1643
3259,106084.00,65,1643
3260,8250.00,353,1644
3261,195000.00,353,1645
3262,0.00,871,1646
3263,0.00,871,1647
3264,9012.52,1617,1648
3265,8417.00,643,1649
3266,6551.12,602,1650
3267,153115.00,396,1651
3268,0.00,353,1652
3269,,1620,1653
3270,,1364,1653
3271,0.00,361,1654
3272,0.00,980,1656
3273,0.00,1141,1657
3274,598950.00,1623,1658
3275,3789175.00,1622,1658
3276,267198.34,1141,1659
3277,,420,1660
3278,,187,1661
3279,1880600.00,1624,1662
3280,1562352.00,1625,1662
3281,1400160.00,369,1662
3282,,187,1663
3283,54710.00,53,1665
3284,52650.00,54,1665
3285,59080.00,440,1665
3286,,85,1666
3287,220759.00,354,1667
3288,234360.00,1627,1667
3289,94728.00,1626,1667
3290,208875.00,1628,1667
3291,109955.00,56,1667
3292,2498.60,185,1668
3293,,353,1669
3294,330.00,187,1670
3295,,1141,1671
3296,,85,1672
3297,,1629,1673
3298,18000.00,260,1674
3299,9880.00,1630,1674
3300,9900.00,598,1674
3301,10801.60,1631,1675
3302,23511.90,1632,1675
3303,16340.00,1633,1675
3304,24740.00,1634,1675
3305,22000.00,68,1675
3306,,1141,1676
3307,,127,1677
3308,328040.00,1141,1679
3309,,1636,1680
3310,,1637,1680
3311,,1638,1680
3312,,1635,1680
3313,,796,1680
3314,,1295,1680
3315,14193900.00,938,1681
3316,17424400.00,1639,1681
3317,149403.00,1640,1682
3318,,1641,1683
3319,2136500.00,179,1685
3320,2356025.52,1642,1685
3321,2354112.72,1643,1685
3322,2319639.31,1644,1685
3323,26055409.47,1644,1686
3324,25877195.43,1643,1686
3325,14995681.30,1642,1687
3326,,1141,1689
3327,,1629,1691
3328,,85,1693
3329,,85,1694
3330,102208.40,1257,1696
3331,98210.00,1255,1696
3332,103920.00,846,1696
3333,104636.03,1624,1696
3334,115417.56,1645,1696
3335,,1405,1697
3336,,1405,1698
3337,16440.00,111,1699
3338,,1614,1701
3339,155498.16,226,1704
3340,117245.00,62,1704
3341,187579.28,1458,1704
3342,,794,1705
3343,67755.00,1646,1706
3344,52750.00,416,1706
3345,2699985.00,938,1708
3346,933.09,187,1709
3347,881.32,187,1710
3348,114639.70,326,1711
3349,102064.79,1647,1711
3350,4700.00,223,1713
3351,330.00,187,1714
3352,57526.70,37,1715
3353,55620.00,1552,1715
3354,70247.93,404,1715
3355,39221.49,1648,1715
3356,3957.50,187,1716
3357,320000.00,234,1717
3358,,947,1718
3359,0.00,69,1719
3360,4470.55,185,1720
3361,738000.00,1649,1721
3362,739200.00,1650,1721
3363,731000.00,1206,1721
3364,,124,1723
3365,24880.00,56,1724
3366,5920.00,416,1724
3367,59438.40,38,1724
3368,5553.72,199,1725
3369,1445.16,446,1726
3370,1432.30,926,1726
3371,2132.26,1651,1726
3372,,1652,1727
3373,,1653,1727
3374,,1540,1727
3375,,1654,1727
3376,,157,1728
3377,1506604.83,1655,1728
3378,2073.70,185,1729
3379,5558.62,187,1730
3380,,1656,1731
3381,,1657,1731
3382,330.00,187,1732
3383,2630.60,185,1733
3384,5894269.80,639,1734
3385,3232204.50,1659,1734
3386,4782387.57,1658,1734
3387,4230.00,180,1735
3388,65668.00,1661,1736
3389,58250.00,62,1736
3390,70920.00,389,1736
3391,73110.00,1662,1736
3392,54066.94,1660,1736
3393,121120.00,1663,1737
3394,144800.00,1664,1737
3395,13750.00,353,1738
3396,330.00,187,1739
3397,330.00,187,1740
3398,82355.00,1665,1741
3399,16528.90,320,1742
3400,0.00,69,1743
3401,16404.96,1141,1744
3402,0.00,199,1745
3403,330.00,187,1746
3404,1233240.00,1667,1747
3405,1003104.00,1416,1747
3406,1140016.00,1666,1747
3407,0.00,127,1748
3408,7644.63,242,1749
3409,0.00,1141,1750
3410,1811.90,185,1751
3411,3405.40,185,1752
3412,,601,1753
3413,,353,1754
3414,4732000.00,102,1755
3415,5514736.00,1668,1755
3416,4232000.00,1669,1755
3417,3914004.00,422,1755
3418,36429.75,184,1756
3419,43785.00,106,1756
3420,38900.00,1670,1756
3421,523645.00,65,1757
3422,491171.90,52,1757
3423,533950.00,64,1757
3424,,1671,1758
3425,1965453.63,1673,1759
3426,2221866.00,1323,1759
3427,1600315.20,1674,1759
3428,1885155.00,94,1759
3429,1250000.00,1672,1759
3430,1357734.18,298,1759
3431,2379074.65,1675,1759
3432,0.00,85,1760
3433,131038.60,1676,1761
3434,137590.53,945,1761
3435,85126.00,1677,1762
3436,114600.00,1678,1762
3437,1911.90,185,1763
3438,81895.00,227,1764
3439,657500.00,85,1765
3440,725500.00,270,1765
3441,99282.50,1677,1766
3442,120565.00,1678,1766
3443,48000.00,955,1767
3444,138000.00,1347,1767
3445,288000.00,1679,1767
3446,287173.40,1680,1767
3447,186400.00,1681,1768
3448,126886.00,330,1768
3449,197260.00,1682,1768
3450,595.04,1683,1769
3451,594.00,185,1769
3452,727.00,657,1769
3453,17165.29,1141,1770
3454,0.00,136,1771
3455,0.00,948,1772
3456,0.00,822,1773
