id,price,company_id,procurement_id
441,,349,222
442,18800.00,351,223
443,22120.00,106,223
444,24388.00,352,223
445,12760.00,350,223
446,826.45,185,224
447,826.45,185,225
448,3750.00,353,226
449,1652.89,187,227
450,826.45,185,228
451,6611.57,187,229
452,42438.00,82,230
453,61215.00,355,230
454,22791.00,354,230
455,9607.00,56,230
456,110350.00,356,230
457,660000.00,96,231
458,440.00,359,233
459,425.00,358,233
460,600.00,360,233
461,2864.00,180,234
462,826.45,185,235
463,2115.70,361,236
464,355950.00,65,237
465,386250.00,363,237
466,334380.00,362,237
467,55265.20,364,238
468,17380.00,365,239
469,17380.00,365,240
470,21789.83,365,241
471,1516004.00,366,242
472,1707968.00,367,242
473,1557004.00,368,242
474,1599734.00,268,242
475,16342666.00,369,243
476,198743.00,371,245
477,286408.00,372,245
478,216625.00,373,245
479,290757.54,374,245
480,264610.00,375,245
481,223750.00,370,245
482,261970.00,376,245
483,222760.00,377,245
484,286425.00,378,245
485,470400.00,379,245
486,268470.00,283,245
487,329160.00,380,245
488,10800.00,85,246
489,1547000.00,104,247
490,1982750.00,52,247
491,826350.00,381,247
492,1256500.00,382,247
493,55256.00,383,248
494,,55,249
495,119670.66,110,250
496,40435.20,384,251
497,102040.00,385,252
498,103224.00,386,252
499,218218.00,387,253
500,245450.00,52,253
501,272803.00,65,253
502,,71,254
503,,348,254
504,,388,254
505,,318,254
506,31814.05,183,255
507,31500.00,389,255
508,38850.00,62,255
509,53750.00,53,256
510,59750.00,68,256
511,49000.00,56,256
512,51200.00,390,256
513,63600.00,391,256
514,41500.00,189,256
515,49900.00,64,256
516,48250.00,54,256
517,188532.00,392,257
518,221170.40,393,257
519,305263.55,394,257
520,317800.00,395,257
521,211582.56,396,257
522,227671.90,313,257
523,198080.00,397,257
524,,398,258
525,1652.89,187,259
526,3600.00,85,260
527,61500.00,234,261
528,198000.00,400,262
529,217800000.00,399,262
530,3182.75,401,263
531,18856.00,402,264
532,0.00,200,265
533,296900.00,404,266
534,274600.00,403,266
535,311500.00,405,266
536,319500.00,134,266
537,,56,267
538,,117,267
539,,113,267
540,88506.00,406,268
541,131400.00,52,268
542,31402.40,402,269
543,42600.00,53,270
544,50000.00,52,270
545,41525.50,104,270
546,40675.00,51,270
547,43085.00,56,270
548,41630.00,54,270
549,14800.00,89,271
550,,407,272
551,18000.00,85,273
552,,408,274
553,,409,274
554,,410,274
555,,411,274
556,15701.20,402,275
557,2880000.00,412,276
558,944000.00,413,276
559,1511200.00,62,276
560,1720000.00,64,276
561,289947.09,110,277
562,541583.30,145,278
563,137260.00,414,279
564,141400.00,415,279
565,151950.00,416,279
566,131610.00,249,279
567,149112.00,417,279
568,141050.00,250,279
569,137142.00,418,279
570,4600.00,85,280
571,7250.00,85,281
572,0.00,419,282
573,0.00,420,283
574,0.00,421,284
575,4879.45,422,285
576,73.97,424,286
577,65.66,423,286
578,521676.00,426,287
579,501271.47,425,287
580,175.67,427,288
581,205.37,424,288
582,206.81,423,288
583,320.49,423,289
584,338.47,424,289
585,0.00,428,290
586,122732.00,426,291
587,149725655.43,4,292
588,150800348.00,6,292
589,123871162.68,430,292
590,151858515.39,429,292
591,151024506.00,431,292
592,4000000.00,432,293
593,,433,294
594,,434,294
595,,319,294
596,,79,294
597,,435,295
598,,436,295
599,,435,296
600,,436,296
601,,437,297
602,7200.00,259,298
603,10230.00,438,298
604,12000.00,260,298
605,7200.00,258,298
606,5600.00,256,298
607,1881450.00,440,299
608,1751722.00,439,299
609,2121811.00,441,299
610,5425640.00,442,300
611,5442580.00,443,300
612,0.00,442,301
613,14085558.16,445,302
614,2028790.89,444,302
615,63233975.79,445,303
616,,447,304
617,,446,304
618,7955000.00,448,305
619,8878459.54,214,305
620,8240149.17,449,305
621,8811563.24,450,305
622,11271514.85,452,306
623,12241621.55,453,306
624,11792888.08,454,306
625,11922734.86,455,306
626,13992350.13,456,306
627,12406540.27,457,306
628,11227542.38,451,306
629,11211852.79,458,306
630,12394434.42,459,306
631,360000.00,461,307
632,338000.00,462,307
633,330000.00,460,307
634,757598.00,461,308
635,985400.00,463,308
636,18389894.91,464,309
637,21987309.00,465,309
638,21131328.30,466,309
639,18874000.00,281,309
640,13472554.00,467,310
641,10919000.00,465,310
642,12337600.26,468,310
643,4696485.00,71,311
644,4422607.00,469,311
645,3819832.77,71,312
646,3462075.27,469,312
647,3390753.00,470,312
648,21.00,472,313
649,21.00,471,313
650,21.00,473,313
651,21.00,71,313
652,,474,314
653,,475,314
654,,476,314
655,,477,314
656,,474,315
657,,475,315
658,,476,315
659,,477,315
660,,474,316
661,,475,316
662,,476,316
663,,477,316
664,3067000.00,478,317
665,,480,319
666,,481,319
667,,482,319
668,,483,319
669,,484,319
670,5525638.65,485,320
671,6328654.26,246,320
672,24676251.90,487,321
673,22485590.82,246,321
674,24618500.00,76,321
675,26800629.35,70,321
676,21318052.35,486,321
677,26726699.27,488,321
678,22400000.00,81,321
679,28451517.90,482,321
680,36712674.26,489,321
681,,490,322
682,,491,323
683,10713732.17,492,324
684,13350939.88,488,324
685,12948603.15,81,324
686,1942316.00,493,325
687,18000.00,494,326
688,22500.00,495,326
689,24000.00,496,326
690,68000.00,497,326
691,37000.00,498,326
692,18000.00,499,326
693,77000.00,500,326
694,,501,327
695,33283.00,502,328
696,90000.00,503,328
697,5777506.00,497,328
698,63665.00,25,328
699,58754.00,28,328
700,108269.00,498,328
701,1074380.14,504,329
702,739239.00,505,330
703,2181105625.36,506,331
704,3628350000.00,482,331
705,735914.10,505,333
706,,508,334
707,5956834.69,510,335
708,7688857.25,511,335
709,6671221.50,512,335
710,6499708.93,513,335
711,5066700.00,514,335
712,5065361.29,509,335
713,6458552.58,515,335
714,6268664.42,516,335
715,6231564.55,517,335
716,,519,336
717,,498,336
718,,520,336
719,,521,336
720,,518,336
721,,503,336
722,,522,336
723,,523,336
724,1805000.00,525,337
725,1460000.00,526,337
726,1805000.00,527,337
727,2200000.00,528,337
728,1800000.00,529,337
729,1195000.00,530,337
730,1878000.00,531,337
731,1618000.00,532,337
732,1286000.00,524,337
733,2592000.00,533,337
734,1695000.00,534,337
735,0.00,200,338
736,,536,339
737,,537,339
738,,538,339
739,,535,339
740,,539,339
741,,71,339
742,,540,339
743,,542,340
744,,541,340
745,,192,340
746,,543,341
747,,544,341
748,,545,342
749,9324691.07,547,343
750,11405714.25,548,343
751,9650000.00,549,343
752,12024129.61,550,343
753,8939033.00,546,343
754,8968661.21,464,343
755,7929656.29,551,343
756,8074000.00,552,343
757,11947644.73,553,343
758,10463200.00,467,343
759,309500.00,555,345
760,424710.00,556,345
761,409000.00,32,345
762,332000.00,557,345
763,323000.00,558,345
764,387000.00,521,345
765,390000.00,559,345
766,732000.00,526,345
767,360000.00,499,345
768,455000.00,560,345
769,10994700.00,561,346
770,24700000.00,562,346
771,62740000.00,563,346
772,0.00,564,347
773,991735.54,565,348
774,82832.00,518,349
775,134270.00,28,349
776,,566,350
777,,179,351
778,,567,352
779,,568,353
780,,569,353
781,809504.00,570,354
782,852353.00,571,354
783,630500.00,283,354
784,0.00,200,355
785,8532875.00,573,356
786,8397933.00,572,356
787,9175000.00,249,356
788,,574,357
789,3675000.00,315,358
790,6525000.00,575,358
791,9600000.00,576,358
792,1849957.35,290,359
793,1698615.90,578,359
794,1497525.00,577,359
795,8838000.00,579,360
796,348300.00,581,361
797,299500.00,582,361
798,347065.36,583,361
799,315590.00,584,361
800,262000.00,580,361
801,425581.00,203,362
802,478000.00,585,363
803,26678000.00,586,364
804,26380000.00,587,364
805,826.45,185,365
806,826.45,185,366
807,826.45,185,367
808,1652.89,187,368
809,1652.89,187,369
810,12396.69,187,370
811,37190.08,185,371
812,164440.00,588,372
813,274300.00,589,372
814,237000.00,590,372
815,2049.04,185,373
816,1529.00,180,374
817,5256.00,223,375
818,345762.00,591,376
819,1652.89,185,377
820,41322.31,185,378
821,5950.41,242,379
822,413.22,199,380
823,31500.00,593,381
824,31874.00,594,381
825,30350.00,592,381
826,39900.00,68,381
827,3654.27,185,382
828,743.00,185,383
829,4687.25,187,384
830,3105.17,185,385
831,2288.70,185,386
832,1911.90,185,387
833,1999.56,185,388
834,7049.59,595,389
835,4758.50,185,390
836,1911.90,185,391
837,1811.90,185,393
838,125.00,185,394
839,5877.69,597,395
840,8100.00,598,395
841,15000.00,260,395
842,125.00,185,396
843,125.00,185,397
844,125.00,185,398
845,125.00,185,399
846,125.00,185,400
847,0.00,599,401
848,125.00,185,402
849,107032.80,211,403
850,,600,404
851,5378.00,180,405
852,0.00,601,406
853,150.00,187,407
854,150.00,187,408
855,150.00,187,409
856,0.00,602,410
857,150.00,187,411
858,150.00,187,412
859,150.00,187,413
860,150.00,187,414
861,21761.98,328,415
862,21632.96,326,415
863,18348.00,329,415
864,109700.00,603,416
865,99145.00,294,416
866,100372.00,604,416
867,0.00,136,417
868,150.00,187,418
869,41700.00,52,419
870,46140.00,65,419
871,38610.00,605,419
872,150.00,187,420
873,150.00,187,421
874,0.00,136,422
875,125.00,185,423
876,125.00,185,424
877,125.00,185,425
878,125.00,185,426
879,125.00,185,427
880,125.00,185,428
881,21990.00,606,429
882,3702.48,199,430
883,122270.00,186,431
884,8314.05,595,432
885,4758.50,185,433
886,2115.70,361,434
887,106569.45,211,435
888,6164.00,223,436
889,2886.00,180,437
890,3750.00,353,438
891,1528.93,242,439
892,32850.00,607,440
893,2088000.00,609,441
894,1395000.00,610,441
895,1690000.00,611,441
896,1380000.00,612,441
897,1630000.00,613,441
898,1589000.00,614,441
899,655000.00,615,441
900,1215000.00,608,441
901,1690000.00,616,441
902,1720000.00,617,441
903,11900.00,618,442
904,39000.00,260,442
905,8940.00,241,443
906,1911.90,185,445
907,112129.60,211,446
908,8340043.15,619,447
909,,620,447
910,,482,447
911,,318,447
912,240000.00,234,448
913,9474.00,180,449
914,12130.00,223,450
915,1911.90,185,451
916,1993225.11,621,452
917,2362910.00,306,452
918,3459963.84,308,452
919,2484460.30,622,452
920,3919832.82,623,452
921,10220.00,210,453
922,1528.93,242,454
923,2216.45,185,455
924,240000.00,234,456
925,1851.24,199,457
926,3310.00,223,458
927,39450.00,210,460
928,46710.00,625,461
929,12500.00,186,462
930,20930.00,268,463
931,26991.00,626,463
932,50750.00,268,464
933,838561.85,34,466
934,1273575.90,629,466
935,919391.40,628,466
936,1273575.90,35,466
937,2115.70,361,467
938,1697455.00,631,469
939,33800.00,632,470
940,484300.00,633,471
941,81376.86,634,472
942,151121.00,602,473
943,186540.00,635,473
944,1992462.00,637,474
945,1724345.80,636,474
946,2953559.00,638,474
947,3613298.00,639,474
948,1994939.00,640,474
949,4491.00,641,475
950,20720.00,217,477
951,18640.00,416,477
952,22752.00,594,477
953,15011.82,634,478
954,0.00,180,480
955,100600.00,645,482
956,,647,484
957,983910.00,648,485
958,21504.13,595,486
959,101936.00,211,487
960,29997000.00,649,488
961,,76,489
962,,651,489
963,,650,489
964,,652,489
965,,653,489
966,,654,489
967,63000.00,655,490
968,3179.00,180,491
969,12231.40,242,492
970,19000.00,656,493
971,7084.00,223,494
972,2145.00,180,495
973,727.00,657,496
974,7905.45,353,497
975,112129.60,211,498
976,104474.41,658,499
977,96101.65,605,499
978,119496.00,659,499
979,89980.00,351,499
980,19000.00,656,500
981,10512.40,104,501
982,6280.00,108,501
983,15487.60,52,501
984,9500.00,603,501
985,,660,502
986,,661,502
987,260000.00,663,503
988,360000.00,210,503
989,227906.00,662,503
990,267821.00,364,503
991,420000.00,664,504
992,4629.50,185,505
993,6606.00,180,506
994,1500.00,665,507
995,9754.10,184,508
996,208695.65,234,509
997,5700.00,210,510
998,75900.00,496,511
999,159200.00,609,511
1000,93500.00,666,511
1001,120000.00,667,511
1002,198000.00,668,511
1003,81600.00,669,511
1004,86400.00,29,511
1005,96000.00,670,511
1006,110000.00,498,511
1007,88000.00,671,511
1008,94105.00,672,511
1009,147400.00,673,511
1010,147000.00,674,511
1011,144000.00,675,511
1012,16850.00,676,512
1013,,146,513
1014,,677,513
1015,112400.00,147,514
1016,121100.00,678,514
1017,51240.00,186,515
1018,1528.93,242,516
1019,1851.24,199,517
1020,15785.30,129,518
1021,13730.70,679,518
1022,9297.82,37,518
1023,1431.00,180,519
1024,101936.00,211,520
1025,3193.00,180,521
1026,96839.20,211,522
1027,2327.00,56,523
1028,3444.00,680,523
1029,26860.00,210,524
1030,1376.00,180,525
1031,8850.00,676,526
1032,21004.00,351,527
1033,20057.85,605,527
1034,422400.00,681,528
1035,672000.00,498,528
1036,480000.00,675,528
1037,689000.00,682,528
1038,180000.00,683,528
1039,550000.00,684,528
1040,695000.00,685,528
1041,383350.00,668,528
1042,420000.00,686,528
1043,455000.00,687,528
1044,468000.00,667,528
1045,615000.00,609,528
1046,330000.00,669,528
1047,480000.00,670,528
1048,650000.00,688,528
1049,770000.00,689,528
1050,420000.00,29,528
1051,495600.00,690,528
1052,18000.00,186,529
1053,21410.00,223,530
1054,5378.00,223,531
1055,1438.02,361,532
1056,11926004.27,692,533
1057,10967275.86,691,533
1058,11080932.25,693,533
1059,4147.00,180,534
1060,101725.39,211,535
1061,626086.96,234,536
1062,4469.00,180,537
1063,19470.00,694,538
1064,3966.00,241,539
1065,13720.00,607,540
1066,39400.00,186,541
1067,4875800.00,696,543
1068,6936849.00,41,543
1069,5400208.00,697,543
1070,4972711.90,698,543
1071,0.00,200,544
1072,735237.56,35,545
1073,1167780.81,34,545
1074,1237978.55,629,545
1075,89454.14,130,546
1076,68396.40,127,546
1077,2997835.40,700,547
1078,1813586.70,699,547
1079,3618521.60,701,547
1080,3058078.25,35,547
1081,1945982.10,629,547
1082,2112847.07,34,547
1083,,703,548
1084,,704,548
1085,,705,548
1086,,706,548
1087,,707,548
1088,,708,548
1089,,702,548
1090,,709,548
1091,330598.59,712,550
1092,247293.00,711,550
1093,259830.00,416,550
1094,566206.00,713,551
1095,3846325.00,715,552
1096,3016183.00,714,552
1097,3064145.00,716,552
1098,3049855.00,717,552
1099,0.00,197,553
1100,475915.46,718,554
1101,337796.40,719,554
1102,459634.00,720,554
1103,304460.45,83,554
1104,21771.90,634,555
1105,70704.00,721,556
1106,972000.00,722,557
1107,3871395.00,35,558
1108,3121800.00,701,558
1109,4053500.00,723,558
1110,4126039.50,724,558
1111,3194400.00,699,558
1112,0.00,726,560
1113,17020.00,56,561
1114,23390.85,239,562
1115,0.00,68,562
1116,26484.85,62,562
1117,24379.95,52,562
1118,32970.00,220,562
1119,22809.15,237,562
1120,21910.00,235,562
1121,734322.50,129,564
1122,712620.00,127,564
1123,569996.85,728,564
1124,685259.70,130,564
1125,8711.90,127,565
1126,17217.58,729,565
1127,12799.57,130,565
1128,18930.49,129,565
1129,36422.78,326,566
1130,39716.11,730,566
1131,58330.00,732,567
1132,38899.00,731,567
1133,87718.28,733,567
1134,18589.00,52,567
1135,69052.88,679,567
1136,55788.40,734,567
1137,3095812.00,736,568
1138,2943470.00,735,568
1139,3186415.00,737,568
1140,3276582.00,738,568
1141,2998146.55,299,568
1142,0.00,739,569
1143,0.00,739,570
1144,6821.00,740,571
1145,1850.00,741,572
1146,33983000.00,307,573
1147,29999250.47,742,573
1148,39070616.85,308,573
1149,42897574.27,281,573
1150,3099238.00,743,574
1151,21604440.60,482,575
1152,19667677.20,537,575
1153,17600000.00,744,575
1154,6140.00,56,577
1155,24197.00,210,578
1156,12185.00,210,579
1157,3094.00,180,580
1158,12000.00,52,581
1159,13990.00,106,581
1160,16041.00,746,581
1161,69845.22,211,582
1162,4978.00,180,583
1163,3000.00,353,584
1164,26770.00,747,585
1165,38215.00,106,585
1166,20057.00,231,585
1167,,749,586
1168,,748,586
1169,,750,586
1170,,751,586
1171,,752,586
1172,,753,587
1173,,754,588
1174,1018200.00,755,589
1175,926372.00,756,590
1176,,758,592
1177,5780.00,759,593
1178,5980.00,249,593
1179,27500.00,759,594
1180,7380.00,759,595
1181,7380.00,249,595
1182,17800.00,759,596
1183,,760,597
1184,48850.00,764,602
1185,63280.00,763,602
1186,655000.00,766,603
1187,814158.00,767,603
1188,647221.00,768,603
1189,621123.97,765,603
1190,670000.00,769,603
1191,597300.00,772,605
1192,560754.00,773,605
1193,675000.00,774,605
1194,421509.00,771,605
1195,1690843.38,776,606
1196,2245593.50,777,606
1197,1251485.90,775,606
1198,1876769.10,778,606
1199,1409648.08,779,611
1200,1030000.00,781,617
1201,935000.00,56,617
1202,68350.00,186,622
1203,815779.00,783,623
1204,738700.00,217,623
1205,153312.30,784,625
1206,163446.33,785,625
1207,3202.86,786,626
1208,89247.50,787,627
1209,105815.00,138,627
1210,7885.47,786,629
1211,,788,630
1212,186600.00,52,631
1213,140177.00,102,631
1214,1195885.00,789,632
1215,1554000.00,790,632
1216,125450.00,65,633
1217,86204.00,791,634
1218,68178.51,184,634
1219,1935.00,605,635
1220,8100.00,68,635
1221,122320.00,211,636
1222,1907.60,786,637
1223,15600.00,52,638
1224,16400.00,65,638
1225,,180,639
1226,1191950.00,789,640
1227,1488750.00,643,640
1228,1742800.00,790,640
1229,457944.00,426,641
1230,437938.00,792,641
1231,485050.00,793,641
1232,,794,643
1233,33553.70,795,645
1234,371136.20,796,648
1235,506250.41,797,650
1236,503100.00,267,650
1237,511200.00,798,650
1238,32100.00,65,651
1239,30300.00,52,651
1240,545665.92,599,652
1241,62800.00,799,653
1242,,800,654
1243,,801,654
1244,2734.60,641,655
1245,588400.00,68,656
1246,72442.00,802,656
1247,55400.00,52,656
1248,65140.00,605,656
1249,121050.00,181,657
1250,,318,658
1251,,506,658
1252,,482,658
1253,,79,658
1254,99000.00,63,659
1255,139000.00,56,659
1256,180000.00,803,659
1257,175600.00,62,659
1258,95900.00,417,660
1259,136000.00,65,661
1260,117687.61,110,661
1261,113400.00,265,662
1262,89600.00,804,662
1263,1233375.00,265,663
1264,1391415.00,804,663
1265,392168.61,110,665
1266,392445.00,804,666
1267,374000.00,265,666
1268,869832.00,265,667
1269,1011840.00,804,667
1270,199500.00,56,668
1271,169500.00,806,668
1272,247500.00,106,668
1273,293622.00,181,669
1274,61803.00,125,670
1275,67815.00,808,670
1276,58800.00,807,670
1277,,809,671
1278,,810,671
1279,267875.00,265,672
1280,240570.00,804,672
1281,833000.00,812,674
1282,1421600.00,131,674
1283,1148465.59,813,674
1284,799500.00,811,674
1285,196400.00,804,675
1286,287000.00,265,675
1287,803259.00,814,676
1288,750127.66,110,676
1289,998418.70,220,676
1290,752600.00,815,676
1291,80530.58,817,677
1292,64467.00,816,677
1293,101270.00,68,677
1294,71240.00,818,677
1295,459700.00,793,678
1296,444622.00,792,678
1297,470802.00,819,678
1298,463944.00,426,678
1299,526130.00,820,678
1300,1017505.00,565,679
1301,990000.00,265,680
1302,1031700.00,804,680
1303,488535.00,65,681
1304,461900.00,52,681
1305,412660.00,203,681
