id,building_number,city,country_code,latitude,longitude,postal_code,street
924,42,České Budějovice,CZ,48.97630661586468,14.506634961205398,37006,Karla Uhlíře
925,,Bystřice pod Hostýnem,CZ,,,76861,Palackého
926,3a,Olomouc,CZ,49.58809899786385,17.256569123359416,77900,Polská
927,,Pavlovice u Přerova,CZ,,,75111,
928,26,Praha,CZ,50.00621172344999,14.415954456266869,14300,Československého exilu
929,,Pardubice,CZ,,,53353,Hradišťská
930,,Lhotka,CZ,,,73947,
931,17,Praha,CZ,50.13714656572158,14.433137565920434,18100,Libeňská
932,,Trnava,,,,91701,
933,1,Praha,CZ,50.07961839501587,14.37564530962286,16900,Skokanská
934,80,Brno,CZ,49.22141623366405,16.643571812322886,61400,Selská
935,,Vestec,CZ,,,25250,K Jahodárně
936,,Zlín,CZ,,,76001,Vršava I
937,3,Praha,CZ,50.08849293913536,14.40130638170441,11800,Nerudova
938,14,Praha,CZ,50.07106214847808,14.444078858128984,12000,Rybalkova
939,2,Brno,CZ,49.180266906199435,16.60573278400904,63900,Holandská
940,10,Ostrava,CZ,49.83052600089948,18.253717643916342,70900,Nivnická
941,,Sousedovice,CZ,,,38601,
942,,Sepekov,CZ,,,39851,
943,,Strakonice,CZ,,,38601,Písecká
944,,Tábor,CZ,,,39002,Železná
945,,Vlachovo Březí,CZ,,,38422,Pražská
946,,Písek,CZ,,,39701,Na Ryšavce
947,,Hlinsko,CZ,,,53901,Purkyňova
948,12,Praha,CZ,50.065387551466706,14.461004289052672,10100,Přípotoční
949,14,Praha,CZ,50.08805888976551,14.418683009043807,11000,Kaprova
950,15,Praha,CZ,50.051856173767185,14.494778899390976,10600,U záběhlického zámku
951,,Hostomice,CZ,,,26724,U Hřiště
952,100,Praha,CZ,49.996696372132476,14.467954634939955,14200,Libušská
953,2,Ostrava,CZ,,,70200,Českobratrská
954,9,Praha,CZ,50.03672961971434,14.48802922943477,14800,Kloknerova
955,,Bělkovice-Lašťany,CZ,,,78316,
956,50,Praha,CZ,50.08666100662978,14.447336504339587,13000,Husitská
957,,Praha,CZ,,,10900,Lessnerova
958,,Příbram,CZ,,,26101,V Brance
959,,Milovice,CZ,,,28923,
960,1a,Praha,CZ,50.058171595694105,14.437437929544766,14000,Soudní
961,,Oseček,CZ,,,28941,
962,3,Milovice,CZ,50.2276275441927,14.892926778174477,28924,Dvořákova
963,22,Karviná,CZ,49.84989687247184,18.554457550800144,73401,Březová
964,27a,Brno,CZ,49.206123952273316,16.58178799928916,61600,Březinova
965,26,Praha,CZ,50.11833250354976,14.503851969215942,19000,Stoupající
966,107,Brno,CZ,49.171529913957905,16.681491308802478,62700,Tuřanka
967,5,Třebíč,CZ,49.21461268355695,15.878828562728028,67401,Komenského nám.
968,,Pardubice,CZ,,,53002,Teplého
969,,Zlín,CZ,,,76001,Jateční
970,,Valdice,CZ,,,50711,
971,,Beroun,CZ,,,26601,Havlíčkova
972,3,Brno,CZ,49.195797039147195,16.544640050500487,62300,Borodinova
973,,Frenštát pod Radhoštěm,CZ,,,74401,Lubina
974,,Dušejov,CZ,,,58805,
975,2,Jihlava,CZ,49.42732777609591,15.600326015467136,58601,Lomená
976,,Postřižin,CZ,,,25070,
977,,Třebenice,CZ,,,41113,Tyršova
978,,Modřice,CZ,,,66442,Prusinovského
979,30,Praha,CZ,50.12972958910672,14.428664710471917,18100,Štětínská
980,,Brno,CZ,,,60200,
981,,Domaželice,CZ,,,75115,
982,7,Praha,CZ,50.12468553362824,14.496204252892348,19000,Českolipská
983,,Dobříš,CZ,,,263 01,Voznice 133
984,,Dobříš,CZ,,,26301,Fričova
985,,Rapotín,CZ,,,788 14,pod Holubím vrchem 236
986,7,Ostrava,CZ,49.804901819199365,18.26935261257955,70300,Sirotčí
987,,Břeclav,CZ,,,69002,U Póny
988,,Trutnov,CZ,,,54101,Královédvorská
989,,Kolín,CZ,,,28002,Třídvorská
990,,Bukovec,CZ,,,34562,
991,3,Praha,CZ,50.102980893544924,14.501672156052068,19000,Na Harfě
992,33,Plzeň,CZ,49.75115838126505,13.429636829908286,31200,Hřbitovní
993,7,Znojmo,CZ,48.85187707108793,16.05940661168252,66902,Průmyslová
994,5,Praha,CZ,50.089619558696334,14.512289456411418,19000,Pod Táborem
995,,Zlín,CZ,,,76001,Nábřeží
996,,Vsetín,CZ,,,75501,4. května
997,4,Hodonín,CZ,48.85714496947832,17.120126942266545,69501,Kasárenská
998,,Příbram,CZ,,,26101,Evropská
999,,Lhota,CZ,,,27714,Boleslavská
1000,,Pikárec,CZ,,,59253,
1001,31,Šlapanice,CZ,49.16800396573204,16.722794557253977,66451,Kollárova
1002,,Vacenovice,CZ,,,69606,Dřínovec
1003,122,Praha 4,CZ,50.039976572375856,14.437105667575736,140 00,Na Dvorcích
1004,1,Děčín,CZ,50.78008075708781,14.212433051390942,40502,Masarykovo nám.
1005,8,Praha,CZ,50.04743254322323,14.313381690453006,15500,Hostinského
1006,,Kladno,CZ,,,27203,Buštěhradská
1007,,Praha 10,CZ,,,102 00,
1008,63,Praha,CZ,50.05892570001806,14.517642645010334,10200,Pražská
1009,,Kutná Hora,CZ,,,28401,Benešova
1010,,Rajhrad,CZ,,,66461,Odbojářů
1011,20,Praha,CZ,50.09296296916882,14.443465224717515,18600,Pobřežní
1012,,Jevíčko,CZ,,,56943,Okružní II
1013,,Veselí,CZ,,,53501,
1014,58,Praha,CZ,50.057733735660676,14.433185231238232,14000,Na Pankráci
1015,,Skuteč,CZ,,,53973,Sládkova
1016,,Velká Hleďsebe,CZ,,,35301,Kostelní
1017,,Náchod,CZ,,,54701,Jugoslávská
1018,,Rakovník,CZ,,,26901,Na Paraplíčku
1019,,Dlouhá Ves,CZ,,,34201,
1020,,Ptice,CZ,,,25218,Do Loužku
1021,2,Praha,CZ,50.08476030333728,14.456605416821251,13000,Prokopova
1022,,Zbuzany,CZ,,,25225,Na Sadech
1023,12,Praha,CZ,50.0901719950906,14.415208754420048,11000,Alšovo nábřeží
1024,1,Praha,CZ,50.09015639594879,14.363437710971569,16200,U vojenské nemocnice
1025,,Aarhus,,,,8000,Klosterport
1026,5,Praha,CZ,50.06573976963767,14.425377316779311,12800,Oldřichova
1027,25,Jihlava,CZ,49.39987148689107,15.609709360493351,58601,Demlova
1028,18,Praha,CZ,50.069495584919665,14.391172403393837,15000,Fráni Šrámka
1029,,Klášterec nad Ohří,CZ,,,43151,Průmyslová
1030,,Bednáreček,CZ,,,37842,
1031,,Černošice,CZ,,,25228,Dr. Janského
1032,1,Praha,CZ,50.11939520299908,14.485426016141249,19000,Žitenická
1033,6,Praha,CZ,50.05608728623376,14.345122302850477,15500,Pekařská
1034,111,Ostrava,CZ,49.82988763712639,18.273392408730178,70200,28. října
1035,36,Krnov,CZ,50.08362726559648,17.690083008724947,79401,Čsl. armády
1036,,Rajhradice,CZ,,,66461,Krátká
1037,16,Opava,CZ,49.94889532830425,17.90255696286985,74705,U Cukrovaru
1038,,Horní Benešov,CZ,,,79312,Příčná
1039,20,Krnov,CZ,50.08498772431637,17.68729221034073,79401,Vrchlického
1040,5,Praha,CZ,50.05161298794875,14.406658147002172,15000,Křížová
1041,,Přehvozdí,CZ,,,28163,
1042,,Čáslav,CZ,,,28601,Vrchovská
1043,17,Praha,CZ,50.05423248230933,14.353417492811202,15800,Za zámečkem
1044,10,Prostějov,CZ,49.46986543084351,17.120590746548245,79601,Husovo nám.
1045,,Nová Ves I,CZ,,,28002,Václavské nám.
1046,,Lomnice nad Popelkou,CZ,,,51251,Smetanova
1047,,Ledeč nad Sázavou,CZ,,,58401,
1048,,Struhařov,CZ,,,25164,Úzká
1049,4,Praha,CZ,50.01328837135026,14.423147405516143,14300,Daškova
1050,21,Ostrava,CZ,49.79157952631909,18.232948728138833,70030,Čujkovova
